Project_ID,Project_year,Host_Country,HostInstitute,ZIPcode_Host,Host_city,project_start,Project_end,MainDisciplin,MainDiscNummer
142782,2012,US,Gesture and Language Laboratory Department of Psychology Georgia State University,30302,"Atlanta, GA",01.10.2012,31.03.2014,"Philosophy, psychology",101
142783,2012,CA,Department of Philosophy Faculty of Arts & Science University of Toronto,M5R 2M8,Toronto,01.09.2012,31.08.2013,"Philosophy, psychology",101
143341,2012,US,Department of Psychology Stony Brook University,11794-2500,Stony Brook,01.08.2012,31.12.2012,"Philosophy, psychology",101
143473,2012,CA,McGill University,H3G IY6,Montréal,01.09.2012,30.04.2013,"Philosophy, psychology",101
143548,2012,US,Department of Rehabilitation Medicine Harborview Medical Center Box 359740,98104,Seattle,01.03.2013,28.02.2014,"Philosophy, psychology",101
143796,2012,GB,Department of Philosophy University of Sheffield,S3 7QB,Sheffield,01.09.2012,31.08.2013,"Philosophy, psychology",101
143796,2012,AU,Philosophy Program Research School of Social Sciences Australian National University,200,Canberra,01.09.2012,31.08.2013,"Philosophy, psychology",101
144039,2012,DE,Languages of Emotion  Freie Universität Berlin,14195,Berlin,01.10.2012,30.09.2013,"Philosophy, psychology",101
144103,2012,US,Icahn School of Medicine at Mount Sinai,10029-6574,New York,01.04.2013,31.03.2014,"Philosophy, psychology",101
144196,2012,DK,University of Copenhagen,2200,Copenhagen,01.07.2012,30.06.2013,"Philosophy, psychology",101
144802,2012,US,Department of Psychology University of Central Florida,32816,Orlando,01.11.2012,31.10.2013,"Philosophy, psychology",101
144802,2012,US,Division of Neurosurgery Barrow Neurological Institute,85013,Phoenix,01.11.2012,31.10.2013,"Philosophy, psychology",101
144848,2012,AU,Clinical Neuroscience The Sansom Institute for Health Research University of South Australia,5001,Adelaide,01.08.2013,31.01.2015,"Philosophy, psychology",101
144852,2012,US,New York University,10003,New York,01.01.2013,31.12.2013,"Philosophy, psychology",101
145323,2012,US,Department of Philosophy University of Michigan,48109-1003,Ann Arbor,01.08.2013,31.07.2016,"Philosophy, psychology",101
145323,2012,GB,Faculty of Philosophy University of Oxford,OX1 4JJ,Oxford,01.08.2013,31.07.2016,"Philosophy, psychology",101
145323,2012,GB,London School of Economics Dept. of Philosophy,WC2A 2AE,London,01.08.2013,31.07.2016,"Philosophy, psychology",101
145342,2012,GB,University of Cambridge Centre for Family Research,CB2 3RF,Cambridge,01.07.2013,30.06.2014,"Philosophy, psychology",101
145361,2012,US,Yale University,06520-8034,New Haven,01.04.2013,31.03.2014,"Philosophy, psychology",101
145370,2012,GB,University of Sussex,BN1 9RE,Brighton,01.03.2013,28.02.2015,"Philosophy, psychology",101
145409,2012,GB,Department of Sociology London School of Economics,WC2A 2AE,London,01.08.2014,31.07.2016,"Philosophy, psychology",101
145418,2012,CH,Klinische Psychologie und Psychotherapie Fakultät für Psychologie Universität Basel,4055,Basel,01.11.2013,31.07.2014,"Philosophy, psychology",101
145418,2012,US,University of California San Diego,92093-0116,La Jolla,01.11.2013,31.07.2014,"Philosophy, psychology",101
145422,2012,US,"Jagust Laboratory Helen Wills Neuroscience Institute University of California, Berkeley",94720-3190,California,01.01.2013,31.12.2013,"Philosophy, psychology",101
145565,2012,NL,School of Psychology and Education VU University Amsterdam,1081 HV,Amsterdam,01.04.2013,31.03.2014,"Philosophy, psychology",101
145569,2012,FR,Groupe de sociologie des religions et de la laïcité IRESCO,75849,Paris Cedex 17,01.08.2013,31.07.2015,"Philosophy, psychology",101
145570,2012,CA,CEETUM  Université de Montréal,H3T 1P1,Montréal (Québec),01.09.2013,30.04.2014,"Philosophy, psychology",101
145570,2012,CA,Faculty of Law McGill University,H3A 1W9,Montréal,01.09.2013,30.04.2014,"Philosophy, psychology",101
145591,2012,US,"Department of Philosophy Rutgers, the State University of New Jersey",08901-2882,New Brunswick,01.11.2012,31.07.2013,"Philosophy, psychology",101
145794,2012,BE,Research Unit Penal Law and Criminology Faculty of Law Katholieke Universiteit Leuven,3000,Leuven,01.06.2013,30.11.2014,"Philosophy, psychology",101
145818,2012,GB,London School of Economics and Political Science,WC2A 2AE,London,01.03.2013,31.12.2013,"Philosophy, psychology",101
145882,2012,GB,School of Psychology University of Sussex,BN1 9QH,Brighton,01.09.2013,31.08.2014,"Philosophy, psychology",101
146088,2012,GB,Departement of Psychiatry University of Oxford,0X3 7JX,Oxford,01.03.2013,28.02.2015,"Philosophy, psychology",101
146119,2012,DE,Asien-Afrika Institut Universität Hamburg,20146,Hamburg,01.03.2013,28.02.2015,"Philosophy, psychology",101
146149,2012,IL,Department of Hebrew Culture Studies Faculty of Humanities Tel-Aviv University,,Tel-Aviv,01.01.2013,30.09.2013,"Philosophy, psychology",101
146160,2012,US,The Skirball Dept. of Hebrew and Judaic Studies Heyman Hall,10012-1075,New York,01.09.2013,31.07.2014,"Philosophy, psychology",101
146288,2012,DE,Klinik für Epileptologie Universität Bonn,53105,Bonn,01.05.2013,30.04.2014,"Philosophy, psychology",101
146749,2012,US,Department of Anthropology Stanford University,94305-2034,"Stanford, CA",01.09.2014,31.08.2015,"Philosophy, psychology",101
146749,2012,NL,University Utrecht,TB 3508,Utrecht,01.09.2014,31.08.2015,"Philosophy, psychology",101
146771,2012,US,Phoenix Epidemiology & Clin. Research Branch NIDDK National Institutes of Health (NIH),85016,"Phoenix, Arizona",01.10.2013,30.09.2014,"Philosophy, psychology",101
146854,2012,GB,Department of Experimental Psychology University of Cambridge,CB2 3EB,Cambridge,01.05.2013,31.12.2013,"Philosophy, psychology",101
147196,2012,US,Beth Israel Deaconess Medical Center Harvard Medical School,2215,Boston,01.02.2013,31.01.2014,"Philosophy, psychology",101
147240,2012,AT,Institut für Psychologie Universität Wien,1010,Wien,01.02.2013,31.07.2014,"Philosophy, psychology",101
147249,2012,US,Department of Psychology University of South Carolina,29208,Columbia,01.04.2013,30.09.2014,"Philosophy, psychology",101
147313,2012,SE,Institute for Housing and Urban Research Uppsala University,80129,Gävle,01.09.2013,28.02.2015,"Philosophy, psychology",101
147319,2012,US,Department of Psychology University of South Carolina,29208,Columbia,01.04.2013,30.09.2014,"Philosophy, psychology",101
147788,2013,CA,CRÉUM Centre de Recherche en éthique Université de Montréal,H3C 3J7,"Montréal, Québec",01.10.2013,30.09.2015,"Philosophy, psychology",101
147788,2013,ES,"Departament de Lògica, Història i Filosofia Facultat de Filosofia Universitat de Barcelona",8001,Barcelona,01.10.2013,30.09.2015,"Philosophy, psychology",101
147788,2013,DE,Institut für Philosophie Humboldt-Universität zu Berlin,10099,Berlin,01.10.2013,30.09.2015,"Philosophy, psychology",101
147810,2013,US,Department of Psychology University of Illinois at Chicago,60607,Chicago,01.09.2013,31.08.2014,"Philosophy, psychology",101
147813,2013,GB,"School of Philosophical, Anthropological & Film Studies University of St. Andrews",KY16 9AL,"St. Andrews, Fife",01.09.2013,31.08.2014,"Philosophy, psychology",101
147813,2013,GB,The Institute for Advanced Studies in the Humanities University of Edinburgh,EH8 9NW,Edinburgh,01.09.2013,31.08.2014,"Philosophy, psychology",101
147815,2013,US,Department of Applied Psychology NYU Steinhardt New York University,10012,New York,01.01.2014,31.12.2015,"Philosophy, psychology",101
147830,2013,FR,EHESS Ecole des Hautes Etudes en Sciences Sociales,75006,Paris,01.08.2013,31.07.2014,"Philosophy, psychology",101
148383,2013,GB,Faculty of Classics University of Cambridge,CB3 9DA,Cambridge,01.11.2013,31.10.2014,"Philosophy, psychology",101
148426,2013,US,Brandeis University,02454-9110,Waltham,01.07.2013,31.12.2014,"Philosophy, psychology",101
148426,2013,FR,INTERPSY Univerité de Lorraine,54015,Nancy Cedex,01.07.2013,31.12.2014,"Philosophy, psychology",101
148500,2013,US,Stanford University Department of Psychology,94305-2130,Stanford,01.09.2013,28.02.2015,"Philosophy, psychology",101
148519,2013,IT,Cattedra UNESCO: Diritti dell'uomo ed etica della cooperazione internazionale Università degli studi di Bergamo,24129,Bergamo,01.09.2013,28.02.2015,"Philosophy, psychology",101
148525,2013,IL,Department of Archaeology and Ancient Near Eastern Cultures Tel-Aviv University,69978,Tel-Aviv,01.10.2013,30.09.2014,"Philosophy, psychology",101
148543,2013,FR,Institut Jean-Nicod Ecole Normale Supérieure,75005,Paris,01.07.2013,31.12.2014,"Philosophy, psychology",101
148545,2013,FR,Institut Supérieur de Liturgie Institut Catholique de Paris,75006,Paris,01.09.2013,28.02.2015,"Philosophy, psychology",101
148545,2013,IT,Istituto Liturgico Pontificio Ateneo S. Anselmo,153,Roma,01.09.2013,28.02.2015,"Philosophy, psychology",101
148545,2013,IT,Pontificia Università Lateranense Ist. Patristico Augustinianum,193,Roma,01.09.2013,28.02.2015,"Philosophy, psychology",101
148546,2013,AU,Centre for Applied Philosophy and Public Ethics / Department of Philosophy University of Melbourne (UM),VIC 3010,Melbourne,01.10.2013,30.09.2014,"Philosophy, psychology",101
148549,2013,GB,Department of Philosophy King's College London,WC2R 2LS,London,01.10.2013,31.03.2015,"Philosophy, psychology",101
148553,2013,GB,Faculty of Philosophy Oxford University,OX2 6HS,Oxford,01.10.2013,30.09.2014,"Philosophy, psychology",101
148565,2013,US,"Department of Psychology University of California, San Diego",92093-0109,La Jolla,01.10.2013,31.03.2015,"Philosophy, psychology",101
148618,2013,US,Davis School of Gerontology University of Southern California,90089-0191,Los Angeles,01.09.2013,28.02.2014,"Philosophy, psychology",101
148628,2013,US,Harvard Medical School,MA-02115,Boston,01.10.2013,31.03.2015,"Philosophy, psychology",101
148690,2013,US,Department of Radiology University of Washington Medical Center,98195-6004,Seattle,01.10.2013,31.03.2014,"Philosophy, psychology",101
148700,2013,GB,Department of Philosophy Faculty of Arts and Humanities University of Reading,RG6 6AA,Reading,01.10.2013,30.09.2014,"Philosophy, psychology",101
148710,2013,AU,Population Mental Health Group Melbourne School of Population Health University of Melbourne,,Victoria 3010,01.11.2013,30.04.2015,"Philosophy, psychology",101
148752,2013,FR,Institut d'Histoire et Philosophie des Sciences et des Techniques IHPST,75006,Paris,01.09.2013,31.08.2014,"Philosophy, psychology",101
148781,2013,US,Department of Philosophy Columbia University,10027,New York,01.10.2013,30.09.2014,"Philosophy, psychology",101
148865,2013,CA,Department of Psychology St. Thomas University,E3B 5G3,Fredericton,01.08.2013,31.05.2014,"Philosophy, psychology",101
148867,2013,US,Department of Psychology Rutgers University,08854-8020,Piscataway,01.09.2013,31.08.2014,"Philosophy, psychology",101
151170,2013,DE,Abteilung für Neues Testament Evangelisch-Theologische Fakultät Universität Bonn,53113,Bonn,01.09.2014,31.08.2017,"Philosophy, psychology",101
151170,2013,GB,Department of Theology University of Durham,DH1 3RS,Durham,01.09.2014,31.08.2017,"Philosophy, psychology",101
151174,2013,US,Yale University John B. Pierce Lab.,6519,New Haven,01.09.2014,31.08.2015,"Philosophy, psychology",101
151180,2013,US,Gesture and Language Laboratory Department of Psychology Georgia State University,30302,"Atlanta, GA",01.04.2014,30.09.2015,"Philosophy, psychology",101
151192,2013,US,Department of Psychology New York University,10003,New York,01.01.2014,31.12.2015,"Philosophy, psychology",101
151216,2013,NL,School of Psychology and Education VU University Amsterdam,1081 HV,Amsterdam,01.04.2014,31.03.2016,"Philosophy, psychology",101
151225,2013,CH,Abteilung Kognitive Ergonomie Departement für Psychologie Universität Freiburg,1700,Fribourg,01.03.2014,28.02.2015,"Philosophy, psychology",101
151225,2013,US,Department of Psychology University of Central Florida,32816,Orlando,01.03.2014,28.02.2015,"Philosophy, psychology",101
151225,2013,US,Social Sciences 2 Department of Psychology University of California,95064,Santa Cruz,01.03.2014,28.02.2015,"Philosophy, psychology",101
151604,2013,US,Brooklyn Museum,11238-6052,Brooklyn NY,01.07.2014,31.12.2015,"Philosophy, psychology",101
151604,2013,DE,Karl Jaspers Zentrum für Transkulturelle Forschung Universität Heidelberg,69115,Heidelberg,01.07.2014,31.12.2015,"Philosophy, psychology",101
151625,2013,GB,School of Sport and Exercise Sciences University of Kent at Medway,ME4 4AG,Chatham,01.02.2014,30.09.2014,"Philosophy, psychology",101
151628,2013,US,Department of Psychiatry and Behavioral Sciences University of Washington,98104,Seattle,01.08.2014,31.01.2016,"Philosophy, psychology",101
151628,2013,US,Department of Psychiatry and Behavioral Sciences University of Washington,98195-6560,Seattle,01.08.2014,31.01.2016,"Philosophy, psychology",101
151641,2013,GB,Wellcome Trust Centre for Neuroimaging Institute of Neurology University College London (UCL),WC1N 3BG,London,01.04.2014,30.09.2015,"Philosophy, psychology",101
151657,2013,US,Northwestern University Dept of Psychology,60208-2710,Evanston,01.04.2014,31.12.2014,"Philosophy, psychology",101
151658,2013,GR,Departement für Geschichte und Archäologie Universität Kreta,74100,Rethymno,01.02.2014,31.07.2015,"Philosophy, psychology",101
151664,2013,HU,Department of Philosophy Central European University,1051,Budapest,01.01.2014,31.12.2014,"Philosophy, psychology",101
151679,2013,ES,"Departament de Lògica, Història i Filosofia Facultat de Filosofia Universitat de Barcelona",8001,Barcelona,01.01.2014,30.06.2014,"Philosophy, psychology",101
151689,2013,US,Department of Philosophy University of Connecticut,06269-2054,Storrs,01.02.2015,31.01.2016,"Philosophy, psychology",101
151694,2013,US,Rice University,77005-1892,Houston,01.01.2014,30.06.2015,"Philosophy, psychology",101
151760,2013,FI,CRADLE Faculty of Behavioural Sciences University of Helsinki,FI-00014,Helsinki,01.12.2013,30.09.2014,"Philosophy, psychology",101
151762,2013,DE,Institut für Philosophie Freie Universität Berlin,14195,Berlin,01.03.2014,31.08.2015,"Philosophy, psychology",101
151763,2013,CA,Department of Psychology University of Toronto at Scarborough,M1C 1A4,Toronto,01.01.2014,30.06.2015,"Philosophy, psychology",101
151774,2013,US,Department of Philosophy University of Washington,98195,Seattle,01.06.2014,30.11.2015,"Philosophy, psychology",101
151775,2013,US,CEBUS Lab Cognitive Sciences Program / Psychology Georgia State University,30034,Decatur,01.01.2014,30.06.2015,"Philosophy, psychology",101
151830,2013,BE,Chaire Hoover d'éthique économique et sociale Université catholique de Louvain,1348,Louvain-la Neuve,01.01.2014,30.06.2015,"Philosophy, psychology",101
151879,2013,GB,University of London Institute of Education,WC1H 0AL,London,01.06.2014,30.11.2015,"Philosophy, psychology",101
151881,2013,US,Department of Philosophy The New School for Social Research,10003,"New York, NY",01.09.2014,29.02.2016,"Philosophy, psychology",101
151913,2013,CA,Douglas Hospital Research Center McGill University,H4H 1R3,Montréal,01.06.2014,30.11.2015,"Philosophy, psychology",101
151949,2013,FR,"Cogimage group CRICM, UPMC / INSERM UMRS975 / CNRS UMR7225",75651,Paris Cedex 13,01.12.2013,30.11.2014,"Philosophy, psychology",101
151988,2013,US,Haas School of Business University of California,94720-1900,Berkeley,01.03.2014,31.08.2015,"Philosophy, psychology",101
152010,2013,FR,Laboratoire de Psychologie Cognitive Aix-Marseille Université CNRS Centre St Charles,13331,Marseille,01.03.2014,31.08.2015,"Philosophy, psychology",101
152056,2013,AT,"Fachbereich Kunst-, Musik- und Tanzwissenschaft Universität Salzburg",5020,Salzburg,01.01.2014,30.09.2014,"Philosophy, psychology",101
